Price,date,vix
120,2000-06-23,22.34000015258789
121,2000-06-26,22.450000762939453
122,2000-06-27,21.799999237060547
123,2000-06-28,20.290000915527344
124,2000-06-29,19.700000762939453
125,2000-06-30,19.540000915527344
126,2000-07-03,19.829999923706055
127,2000-07-05,21.15999984741211
128,2000-07-06,20.940000534057617
129,2000-07-07,19.219999313354492
130,2000-07-10,20.329999923706055
131,2000-07-11,20.110000610351562
132,2000-07-12,20.030000686645508
133,2000-07-13,20.030000686645508
134,2000-07-14,19.31999969482422
135,2000-07-17,19.450000762939453
136,2000-07-18,19.75
137,2000-07-19,19.649999618530273
138,2000-07-20,18.940000534057617
139,2000-07-21,18.940000534057617
140,2000-07-24,19.920000076293945
141,2000-07-25,19.389999389648438
142,2000-07-26,19.670000076293945
143,2000-07-27,19.600000381469727
144,2000-07-28,20.84000015258789
145,2000-07-31,20.739999771118164
146,2000-08-01,20.549999237060547
147,2000-08-02,20.0
148,2000-08-03,19.989999771118164
149,2000-08-04,18.6200008392334
150,2000-08-07,19.030000686645508
151,2000-08-08,18.790000915527344
152,2000-08-09,19.18000030517578
153,2000-08-10,19.190000534057617
154,2000-08-11,18.549999237060547
155,2000-08-14,17.8799991607666
156,2000-08-15,17.979999542236328
157,2000-08-16,18.020000457763672
158,2000-08-17,17.479999542236328
159,2000-08-18,17.049999237060547
160,2000-08-21,17.350000381469727
161,2000-08-22,17.469999313354492
162,2000-08-23,17.3799991607666
163,2000-08-24,17.040000915527344
164,2000-08-25,16.530000686645508
165,2000-08-28,16.540000915527344
166,2000-08-29,16.889999389648438
167,2000-08-30,17.690000534057617
168,2000-08-31,16.84000015258789
169,2000-09-01,17.530000686645508
170,2000-09-05,19.81999969482422
171,2000-09-06,20.790000915527344
172,2000-09-07,19.420000076293945
173,2000-09-08,18.459999084472656
174,2000-09-11,18.399999618530273
175,2000-09-12,18.59000015258789
176,2000-09-13,18.31999969482422
177,2000-09-14,18.260000228881836
178,2000-09-15,18.520000457763672
179,2000-09-18,20.25
180,2000-09-19,19.540000915527344
181,2000-09-20,19.93000030517578
182,2000-09-21,20.18000030517578
183,2000-09-22,20.739999771118164
184,2000-09-25,21.40999984741211
185,2000-09-26,21.8799991607666
186,2000-09-27,21.670000076293945
187,2000-09-28,19.469999313354492
188,2000-09-29,20.56999969482422
189,2000-10-02,21.229999542236328
190,2000-10-03,21.850000381469727
191,2000-10-04,21.540000915527344
192,2000-10-05,21.030000686645508
193,2000-10-06,22.709999084472656
194,2000-10-09,24.020000457763672
195,2000-10-10,24.860000610351562
196,2000-10-11,26.56999969482422
197,2000-10-12,30.510000228881836
198,2000-10-13,27.600000381469727
199,2000-10-16,26.790000915527344
200,2000-10-17,27.84000015258789
201,2000-10-18,28.719999313354492
202,2000-10-19,25.09000015258789
203,2000-10-20,24.239999771118164
204,2000-10-23,24.690000534057617
205,2000-10-24,24.280000686645508
206,2000-10-25,26.649999618530273
207,2000-10-26,28.6200008392334
208,2000-10-27,26.469999313354492
209,2000-10-30,25.459999084472656
210,2000-10-31,23.6299991607666
211,2000-11-01,24.280000686645508
212,2000-11-02,23.920000076293945
213,2000-11-03,23.670000076293945
214,2000-11-06,24.520000457763672
215,2000-11-07,24.90999984741211
216,2000-11-08,25.65999984741211
217,2000-11-09,27.200000762939453
218,2000-11-10,28.530000686645508
219,2000-11-13,29.059999465942383
220,2000-11-14,26.809999465942383
221,2000-11-15,26.149999618530273
222,2000-11-16,25.049999237060547
223,2000-11-17,24.809999465942383
224,2000-11-20,27.43000030517578
225,2000-11-21,26.6200008392334
226,2000-11-22,27.709999084472656
227,2000-11-24,26.0
228,2000-11-27,26.93000030517578
229,2000-11-28,27.639999389648438
230,2000-11-29,27.489999771118164
231,2000-11-30,29.649999618530273
232,2000-12-01,27.479999542236328
233,2000-12-04,27.780000686645508
234,2000-12-05,24.989999771118164
235,2000-12-06,25.06999969482422
236,2000-12-07,25.34000015258789
237,2000-12-08,22.40999984741211
238,2000-12-11,23.510000228881836
239,2000-12-12,24.8799991607666
240,2000-12-13,23.6299991607666
241,2000-12-14,24.860000610351562
242,2000-12-15,26.549999237060547
243,2000-12-18,27.700000762939453
244,2000-12-19,27.170000076293945
245,2000-12-20,31.739999771118164
246,2000-12-21,29.65999984741211
247,2000-12-22,27.549999237060547
248,2000-12-26,28.729999542236328
249,2000-12-27,28.139999389648438
250,2000-12-28,26.56999969482422
251,2000-12-29,26.850000381469727
252,2001-01-02,29.989999771118164
253,2001-01-03,26.600000381469727
254,2001-01-04,26.969999313354492
255,2001-01-05,28.670000076293945
256,2001-01-08,29.84000015258789
257,2001-01-09,27.989999771118164
258,2001-01-10,26.799999237060547
259,2001-01-11,25.790000915527344
260,2001-01-12,24.559999465942383
261,2001-01-16,25.280000686645508
262,2001-01-17,24.93000030517578
263,2001-01-18,23.3700008392334
264,2001-01-19,23.239999771118164
265,2001-01-22,23.25
266,2001-01-23,21.56999969482422
267,2001-01-24,22.030000686645508
268,2001-01-25,22.639999389648438
269,2001-01-26,22.56999969482422
270,2001-01-29,22.610000610351562
271,2001-01-30,22.56999969482422
272,2001-01-31,22.020000457763672
273,2001-02-01,21.65999984741211
274,2001-02-02,21.950000762939453
275,2001-02-05,22.190000534057617
276,2001-02-06,21.979999542236328
277,2001-02-07,21.670000076293945
278,2001-02-08,21.459999084472656
279,2001-02-09,22.030000686645508
280,2001-02-12,21.920000076293945
281,2001-02-13,21.3700008392334
282,2001-02-14,21.520000457763672
283,2001-02-15,20.270000457763672
284,2001-02-16,22.1200008392334
285,2001-02-20,24.690000534057617
286,2001-02-21,25.75
287,2001-02-22,26.760000228881836
288,2001-02-23,27.209999084472656
289,2001-02-26,25.43000030517578
290,2001-02-27,26.489999771118164
291,2001-02-28,28.350000381469727
292,2001-03-01,28.079999923706055
293,2001-03-02,27.43000030517578
294,2001-03-05,27.1200008392334
295,2001-03-06,25.889999389648438
296,2001-03-07,24.1200008392334
297,2001-03-08,24.290000915527344
298,2001-03-09,25.6200008392334
299,2001-03-12,30.31999969482422
300,2001-03-13,27.549999237060547
301,2001-03-14,29.610000610351562
302,2001-03-15,28.559999465942383
303,2001-03-16,29.90999984741211
304,2001-03-19,29.780000686645508
305,2001-03-20,30.959999084472656
306,2001-03-21,31.93000030517578
307,2001-03-22,32.84000015258789
308,2001-03-23,30.450000762939453
309,2001-03-26,29.040000915527344
310,2001-03-27,27.040000915527344
311,2001-03-28,28.579999923706055
312,2001-03-29,29.170000076293945
313,2001-03-30,28.639999389648438
314,2001-04-02,31.209999084472656
315,2001-04-03,34.720001220703125
316,2001-04-04,34.06999969482422
317,2001-04-05,29.940000534057617
318,2001-04-06,31.690000534057617
319,2001-04-09,31.90999984741211
320,2001-04-10,29.440000534057617
321,2001-04-11,28.459999084472656
322,2001-04-12,26.1200008392334
323,2001-04-16,26.329999923706055
324,2001-04-17,25.610000610351562
325,2001-04-18,24.1299991607666
326,2001-04-19,24.15999984741211
327,2001-04-20,25.3799991607666
328,2001-04-23,28.15999984741211
329,2001-04-24,28.489999771118164
330,2001-04-25,27.399999618530273
331,2001-04-26,25.959999084472656
332,2001-04-27,24.020000457763672
333,2001-04-30,25.479999542236328
334,2001-05-01,24.200000762939453
335,2001-05-02,24.229999542236328
336,2001-05-03,25.780000686645508
337,2001-05-04,23.90999984741211
338,2001-05-07,24.860000610351562
339,2001-05-08,24.440000534057617
340,2001-05-09,24.350000381469727
341,2001-05-10,24.0
342,2001-05-11,23.540000915527344
343,2001-05-14,24.260000228881836
344,2001-05-15,23.709999084472656
345,2001-05-16,21.889999389648438
346,2001-05-17,21.469999313354492
347,2001-05-18,21.229999542236328
348,2001-05-21,20.760000228881836
349,2001-05-22,21.350000381469727
350,2001-05-23,22.079999923706055
351,2001-05-24,20.56999969482422
352,2001-05-25,20.600000381469727
353,2001-05-29,22.139999389648438
354,2001-05-30,22.760000228881836
355,2001-05-31,22.639999389648438
356,2001-06-01,21.59000015258789
357,2001-06-04,21.3799991607666
358,2001-06-05,19.579999923706055
359,2001-06-06,20.389999389648438
360,2001-06-07,19.670000076293945
361,2001-06-08,19.920000076293945
362,2001-06-11,20.700000762939453
363,2001-06-12,20.700000762939453
364,2001-06-13,21.450000762939453
365,2001-06-14,23.1200008392334
366,2001-06-15,22.809999465942383
367,2001-06-18,23.170000076293945
368,2001-06-19,22.34000015258789
369,2001-06-20,21.709999084472656
370,2001-06-21,19.3799991607666
371,2001-06-22,20.020000457763672
372,2001-06-25,20.670000076293945
373,2001-06-26,21.200000762939453
374,2001-06-27,20.8799991607666
375,2001-06-28,20.010000228881836
376,2001-06-29,19.059999465942383
377,2001-07-02,18.760000228881836
378,2001-07-03,18.920000076293945
379,2001-07-05,20.09000015258789
380,2001-07-06,21.6299991607666
381,2001-07-09,22.479999542236328
382,2001-07-10,23.25
383,2001-07-11,24.010000228881836
384,2001-07-12,22.09000015258789
385,2001-07-13,21.139999389648438
386,2001-07-16,22.90999984741211
387,2001-07-17,22.610000610351562
388,2001-07-18,23.600000381469727
389,2001-07-19,22.510000228881836
390,2001-07-20,22.34000015258789
391,2001-07-23,23.739999771118164
392,2001-07-24,25.239999771118164
393,2001-07-25,24.0
394,2001-07-26,23.010000228881836
395,2001-07-27,22.0
396,2001-07-30,22.690000534057617
397,2001-07-31,21.6200008392334
398,2001-08-01,20.559999465942383
399,2001-08-02,20.09000015258789
400,2001-08-03,19.889999389648438
401,2001-08-06,21.889999389648438
402,2001-08-07,21.010000228881836
403,2001-08-08,22.31999969482422
404,2001-08-09,21.75
405,2001-08-10,20.549999237060547
406,2001-08-13,20.420000076293945
407,2001-08-14,20.479999542236328
408,2001-08-15,20.90999984741211
409,2001-08-16,21.540000915527344
410,2001-08-17,23.84000015258789
411,2001-08-20,22.8700008392334
412,2001-08-21,24.399999618530273
413,2001-08-22,22.440000534057617
414,2001-08-23,22.229999542236328
415,2001-08-24,19.709999084472656
416,2001-08-27,20.559999465942383
417,2001-08-28,22.0
418,2001-08-29,23.030000686645508
419,2001-08-30,25.40999984741211
420,2001-08-31,24.920000076293945
421,2001-09-04,25.850000381469727
422,2001-09-05,26.350000381469727
423,2001-09-06,28.610000610351562
424,2001-09-07,30.989999771118164
425,2001-09-10,31.84000015258789
426,2001-09-17,41.7599983215332
427,2001-09-18,38.869998931884766
428,2001-09-19,40.560001373291016
429,2001-09-20,43.7400016784668
430,2001-09-21,42.65999984741211
431,2001-09-24,37.75
432,2001-09-25,35.810001373291016
433,2001-09-26,35.2599983215332
434,2001-09-27,34.0
435,2001-09-28,31.93000030517578
436,2001-10-01,32.31999969482422
437,2001-10-02,31.18000030517578
438,2001-10-03,31.34000015258789
439,2001-10-04,31.969999313354492
440,2001-10-05,33.38999938964844
441,2001-10-08,35.119998931884766
442,2001-10-09,34.83000183105469
443,2001-10-10,31.600000381469727
444,2001-10-11,31.5
445,2001-10-12,35.27000045776367
446,2001-10-15,35.310001373291016
447,2001-10-16,32.880001068115234
448,2001-10-17,35.08000183105469
449,2001-10-18,34.95000076293945
450,2001-10-19,34.11000061035156
451,2001-10-22,32.25
452,2001-10-23,32.0
453,2001-10-24,30.950000762939453
454,2001-10-25,29.459999084472656
455,2001-10-26,28.420000076293945
456,2001-10-29,31.639999389648438
457,2001-10-30,33.459999084472656
458,2001-10-31,33.560001373291016
459,2001-11-01,32.310001373291016
460,2001-11-02,30.709999084472656
461,2001-11-05,30.5
462,2001-11-06,28.799999237060547
463,2001-11-07,29.1299991607666
464,2001-11-08,28.6200008392334
465,2001-11-09,27.440000534057617
466,2001-11-12,29.350000381469727
467,2001-11-13,26.469999313354492
468,2001-11-14,26.559999465942383
469,2001-11-15,25.559999465942383
470,2001-11-16,25.06999969482422
471,2001-11-19,24.459999084472656
472,2001-11-20,24.1200008392334
473,2001-11-21,24.190000534057617
474,2001-11-23,23.25
475,2001-11-26,23.790000915527344
476,2001-11-27,24.0
477,2001-11-28,25.899999618530273
478,2001-11-29,25.18000030517578
479,2001-11-30,23.84000015258789
480,2001-12-03,25.770000457763672
481,2001-12-04,24.079999923706055
482,2001-12-05,23.020000457763672
483,2001-12-06,23.709999084472656
484,2001-12-07,23.489999771118164
485,2001-12-10,25.6200008392334
486,2001-12-11,25.299999237060547
487,2001-12-12,24.8700008392334
488,2001-12-13,25.90999984741211
489,2001-12-14,24.6299991607666
490,2001-12-17,24.260000228881836
491,2001-12-18,23.290000915527344
492,2001-12-19,22.579999923706055
493,2001-12-20,23.670000076293945
494,2001-12-21,22.5
495,2001-12-24,22.6200008392334
496,2001-12-26,22.290000915527344
497,2001-12-27,21.59000015258789
498,2001-12-28,21.399999618530273
499,2001-12-31,23.799999237060547
500,2002-01-02,22.709999084472656
501,2002-01-03,21.34000015258789
502,2002-01-04,20.450000762939453
503,2002-01-07,21.940000534057617
504,2002-01-08,21.829999923706055
505,2002-01-09,22.1299991607666
506,2002-01-10,22.360000610351562
507,2002-01-11,22.600000381469727
508,2002-01-14,23.579999923706055
509,2002-01-15,22.700000762939453
510,2002-01-16,23.450000762939453
511,2002-01-17,22.25
512,2002-01-18,22.520000457763672
513,2002-01-22,23.610000610351562
514,2002-01-23,21.8799991607666
515,2002-01-24,21.149999618530273
516,2002-01-25,21.010000228881836
517,2002-01-28,21.139999389648438
518,2002-01-29,24.350000381469727
519,2002-01-30,23.219999313354492
520,2002-01-31,21.09000015258789
521,2002-02-01,21.1200008392334
522,2002-02-04,24.8700008392334
523,2002-02-05,25.450000762939453
524,2002-02-06,26.09000015258789
525,2002-02-07,25.110000610351562
526,2002-02-08,23.260000228881836
527,2002-02-11,21.780000686645508
528,2002-02-12,21.6200008392334
529,2002-02-13,20.850000381469727
530,2002-02-14,21.770000457763672
531,2002-02-15,22.3700008392334
532,2002-02-19,24.43000030517578
533,2002-02-20,22.65999984741211
534,2002-02-21,23.799999237060547
535,2002-02-22,22.860000610351562
536,2002-02-25,21.84000015258789
537,2002-02-26,21.68000030517578
538,2002-02-27,21.489999771118164
539,2002-02-28,21.59000015258789
540,2002-03-01,19.959999084472656
541,2002-03-04,20.5
542,2002-03-05,20.299999237060547
543,2002-03-06,19.940000534057617
544,2002-03-07,20.040000915527344
545,2002-03-08,19.270000457763672
546,2002-03-11,19.84000015258789
547,2002-03-12,19.59000015258789
548,2002-03-13,19.459999084472656
549,2002-03-14,19.200000762939453
550,2002-03-15,18.420000076293945
551,2002-03-18,18.93000030517578
552,2002-03-19,18.15999984741211
553,2002-03-20,18.459999084472656
554,2002-03-21,18.149999618530273
555,2002-03-22,17.770000457763672
556,2002-03-25,18.479999542236328
557,2002-03-26,18.1299991607666
558,2002-03-27,17.700000762939453
559,2002-03-28,17.399999618530273
560,2002-04-01,18.729999542236328
561,2002-04-02,19.15999984741211
562,2002-04-03,20.200000762939453
563,2002-04-04,19.780000686645508
564,2002-04-05,19.1299991607666
565,2002-04-08,19.610000610351562
566,2002-04-09,19.469999313354492
567,2002-04-10,18.190000534057617
568,2002-04-11,20.299999237060547
569,2002-04-12,19.420000076293945
570,2002-04-15,19.81999969482422
571,2002-04-16,18.110000610351562
572,2002-04-17,18.43000030517578
573,2002-04-18,19.290000915527344
574,2002-04-19,18.299999237060547
575,2002-04-22,19.770000457763672
576,2002-04-23,20.280000686645508
577,2002-04-24,20.770000457763672
578,2002-04-25,20.950000762939453
579,2002-04-26,22.139999389648438
580,2002-04-29,24.049999237060547
581,2002-04-30,21.90999984741211
582,2002-05-01,20.059999465942383
583,2002-05-02,20.06999969482422
584,2002-05-03,20.190000534057617
585,2002-05-06,22.559999465942383
586,2002-05-07,21.940000534057617
587,2002-05-08,20.389999389648438
588,2002-05-09,21.559999465942383
589,2002-05-10,22.40999984741211
590,2002-05-13,20.719999313354492
591,2002-05-14,19.350000381469727
592,2002-05-15,19.190000534057617
593,2002-05-16,18.5
594,2002-05-17,17.700000762939453
595,2002-05-20,19.239999771118164
596,2002-05-21,20.049999237060547
597,2002-05-22,19.579999923706055
598,2002-05-23,18.229999542236328
599,2002-05-24,18.899999618530273
600,2002-05-28,20.309999465942383
601,2002-05-29,20.389999389648438
602,2002-05-30,20.610000610351562
603,2002-05-31,19.979999542236328
604,2002-06-03,23.3700008392334
605,2002-06-04,23.889999389648438
606,2002-06-05,22.610000610351562
607,2002-06-06,24.15999984741211
608,2002-06-07,23.510000228881836
609,2002-06-10,23.719999313354492
610,2002-06-11,24.450000762939453
611,2002-06-12,24.149999618530273
612,2002-06-13,25.020000457763672
613,2002-06-14,25.959999084472656
614,2002-06-17,24.639999389648438
615,2002-06-18,24.239999771118164
616,2002-06-19,26.059999465942383
617,2002-06-20,27.479999542236328
618,2002-06-21,27.229999542236328
619,2002-06-24,26.979999542236328
620,2002-06-25,27.84000015258789
621,2002-06-26,28.420000076293945
622,2002-06-27,26.290000915527344
623,2002-06-28,25.399999618530273
624,2002-07-01,27.110000610351562
625,2002-07-02,28.959999084472656
626,2002-07-03,29.420000076293945
627,2002-07-05,27.110000610351562
628,2002-07-08,28.25
629,2002-07-09,30.219999313354492
630,2002-07-10,34.099998474121094
631,2002-07-11,33.849998474121094
632,2002-07-12,32.939998626708984
633,2002-07-15,35.029998779296875
634,2002-07-16,36.650001525878906
635,2002-07-17,35.45000076293945
636,2002-07-18,35.119998931884766
637,2002-07-19,38.16999816894531
638,2002-07-22,41.869998931884766
639,2002-07-23,44.91999816894531
640,2002-07-24,39.86000061035156
641,2002-07-25,39.27000045776367
642,2002-07-26,35.5099983215332
643,2002-07-29,31.329999923706055
644,2002-07-30,31.920000076293945
645,2002-07-31,32.029998779296875
646,2002-08-01,36.95000076293945
647,2002-08-02,41.290000915527344
648,2002-08-05,45.08000183105469
649,2002-08-06,42.029998779296875
650,2002-08-07,38.72999954223633
651,2002-08-08,36.33000183105469
652,2002-08-09,35.33000183105469
653,2002-08-12,37.04999923706055
654,2002-08-13,35.81999969482422
655,2002-08-14,32.36000061035156
656,2002-08-15,29.43000030517578
657,2002-08-16,28.809999465942383
658,2002-08-19,28.610000610351562
659,2002-08-20,29.59000015258789
660,2002-08-21,28.229999542236328
661,2002-08-22,27.75
662,2002-08-23,29.31999969482422
663,2002-08-26,29.889999389648438
664,2002-08-27,30.110000610351562
665,2002-08-28,33.31999969482422
666,2002-08-29,33.66999816894531
667,2002-08-30,32.63999938964844
668,2002-09-03,39.970001220703125
669,2002-09-04,37.439998626708984
670,2002-09-05,38.86000061035156
671,2002-09-06,36.33000183105469
672,2002-09-09,36.45000076293945
673,2002-09-10,35.08000183105469
674,2002-09-11,34.810001373291016
675,2002-09-12,37.5
676,2002-09-13,35.81999969482422
677,2002-09-16,36.7400016784668
678,2002-09-17,38.0099983215332
679,2002-09-18,37.52000045776367
680,2002-09-19,40.650001525878906
681,2002-09-20,38.97999954223633
682,2002-09-23,39.68000030517578
683,2002-09-24,40.52000045776367
684,2002-09-25,37.33000183105469
685,2002-09-26,34.599998474121094
686,2002-09-27,36.970001220703125
687,2002-09-30,39.689998626708984
688,2002-10-01,34.119998931884766
689,2002-10-02,36.83000183105469
690,2002-10-03,37.310001373291016
691,2002-10-04,39.459999084472656
692,2002-10-07,42.63999938964844
693,2002-10-08,41.02000045776367
694,2002-10-09,42.130001068115234
695,2002-10-10,37.54999923706055
696,2002-10-11,35.70000076293945
697,2002-10-14,36.040000915527344
698,2002-10-15,34.02000045776367
699,2002-10-16,36.0
700,2002-10-17,34.099998474121094
701,2002-10-18,33.529998779296875
702,2002-10-21,33.11000061035156
703,2002-10-22,34.09000015258789
704,2002-10-23,33.20000076293945
705,2002-10-24,34.029998779296875
706,2002-10-25,30.0
707,2002-10-28,31.06999969482422
708,2002-10-29,32.27000045776367
709,2002-10-30,31.229999542236328
710,2002-10-31,31.139999389648438
711,2002-11-01,29.299999237060547
712,2002-11-04,30.81999969482422
713,2002-11-05,31.229999542236328
714,2002-11-06,30.729999542236328
715,2002-11-07,31.420000076293945
716,2002-11-08,29.40999984741211
717,2002-11-11,31.299999237060547
718,2002-11-12,30.579999923706055
719,2002-11-13,31.239999771118164
720,2002-11-14,28.670000076293945
721,2002-11-15,26.649999618530273
722,2002-11-18,27.65999984741211
723,2002-11-19,27.40999984741211
724,2002-11-20,25.31999969482422
725,2002-11-21,23.809999465942383
726,2002-11-22,23.15999984741211
727,2002-11-25,24.06999969482422
728,2002-11-26,25.969999313354492
729,2002-11-27,27.25
730,2002-11-29,27.5
731,2002-12-02,27.459999084472656
732,2002-12-03,28.329999923706055
733,2002-12-04,28.920000076293945
734,2002-12-05,30.100000381469727
735,2002-12-06,28.8799991607666
736,2002-12-09,30.780000686645508
737,2002-12-10,28.760000228881836
738,2002-12-11,27.760000228881836
739,2002-12-12,27.290000915527344
740,2002-12-13,28.18000030517578
741,2002-12-16,26.239999771118164
742,2002-12-17,26.65999984741211
743,2002-12-18,28.290000915527344
744,2002-12-19,30.209999084472656
745,2002-12-20,26.709999084472656
746,2002-12-23,26.200000762939453
747,2002-12-24,26.489999771118164
748,2002-12-26,27.3700008392334
749,2002-12-27,29.549999237060547
750,2002-12-30,29.6200008392334
751,2002-12-31,28.6200008392334
752,2003-01-02,25.389999389648438
753,2003-01-03,24.68000030517578
754,2003-01-06,24.90999984741211
755,2003-01-07,25.1299991607666
756,2003-01-08,25.530000686645508
757,2003-01-09,24.25
758,2003-01-10,24.31999969482422
759,2003-01-13,24.899999618530273
760,2003-01-14,24.56999969482422
761,2003-01-15,25.510000228881836
762,2003-01-16,25.010000228881836
763,2003-01-17,25.700000762939453
764,2003-01-21,27.59000015258789
765,2003-01-22,29.010000228881836
766,2003-01-23,27.530000686645508
767,2003-01-24,31.510000228881836
768,2003-01-27,34.689998626708984
769,2003-01-28,31.93000030517578
770,2003-01-29,31.260000228881836
771,2003-01-30,31.31999969482422
772,2003-01-31,31.170000076293945
773,2003-02-03,31.020000457763672
774,2003-02-04,32.7599983215332
775,2003-02-05,33.040000915527344
776,2003-02-06,33.349998474121094
777,2003-02-07,34.0099983215332
778,2003-02-10,33.9900016784668
779,2003-02-11,33.68000030517578
780,2003-02-12,34.33000183105469
781,2003-02-13,33.70000076293945
782,2003-02-14,32.619998931884766
783,2003-02-18,31.110000610351562
784,2003-02-19,31.309999465942383
785,2003-02-20,31.15999984741211
786,2003-02-21,30.25
787,2003-02-24,31.979999542236328
788,2003-02-25,31.739999771118164
789,2003-02-26,31.940000534057617
790,2003-02-27,30.530000686645508
791,2003-02-28,29.6299991607666
792,2003-03-03,30.43000030517578
793,2003-03-04,31.829999923706055
794,2003-03-05,30.3799991607666
795,2003-03-06,31.3700008392334
796,2003-03-07,31.079999923706055
797,2003-03-10,33.310001373291016
798,2003-03-11,33.61000061035156
799,2003-03-12,33.5099983215332
800,2003-03-13,31.760000228881836
801,2003-03-14,30.979999542236328
802,2003-03-17,31.75
803,2003-03-18,30.43000030517578
804,2003-03-19,31.540000915527344
805,2003-03-20,30.440000534057617
806,2003-03-21,28.670000076293945
807,2003-03-24,30.389999389648438
808,2003-03-25,28.75
809,2003-03-26,28.229999542236328
810,2003-03-27,27.959999084472656
811,2003-03-28,27.75
812,2003-03-31,29.149999618530273
813,2003-04-01,28.360000610351562
814,2003-04-02,28.020000457763672
815,2003-04-03,28.209999084472656
816,2003-04-04,29.1299991607666
817,2003-04-07,28.450000762939453
818,2003-04-08,27.1299991607666
819,2003-04-09,27.110000610351562
820,2003-04-10,25.600000381469727
821,2003-04-11,24.440000534057617
822,2003-04-14,23.40999984741211
823,2003-04-15,22.559999465942383
824,2003-04-16,22.520000457763672
825,2003-04-17,21.5
826,2003-04-21,21.950000762939453
827,2003-04-22,20.700000762939453
828,2003-04-23,20.799999237060547
829,2003-04-24,20.329999923706055
830,2003-04-25,20.799999237060547
831,2003-04-28,20.84000015258789
832,2003-04-29,20.760000228881836
